CustomerID,Gender,Age,Region,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,JoinDate,LastActivityDate,Feedback
CUST2445,Female,53,south ,54,72909.1,2,Yes,0,60862.01,0,15-02-2021,10-07-2023,Average
CUST2446,Male,75,East,56,68237.23,4,No,0,126605.73,0,15-01-2020,10-07-2023,excellent 
CUST2447,Male,63,South,45,836.27,1,No,Inactive,87123.58,0,15-02-2021,Aug 5 2023,Bad
CUST2448,Male,46,south ,20,25390.36,2,No,Active,29658.17,No,15-01-2020,10-07-2023,Good
CUST2449,Male,55,East,16,61321.84,2,1,1,35622.89,No,15-02-2021,10-07-2023,Average
CUST2450,M,44,West,33,48676.57,2,1,0,39527.35,0,15-02-2021,10-06-2023, poor
CUST2451,Female,44,south ,17,61849.84,2,1,1,76904.56,0,15-01-2020,Aug 5 2023, poor
CUST2452,Male,22,south ,37,58581.95,4,No,0,121450.21,0,15-01-2020,10-07-2023,excellent 
CUST2453,Female,55,West,32,68673.13,3,Yes,0,140552.78,No,15-01-2020,10-07-2023,Good
CUST2454,Male,58,south ,40,59187.21,1,1,Active,92080.55,0,15-02-2021,10-07-2023,Good
CUST2455,Male,35,East,12,34488.7,4,1,0,75193.93,0,March 3 2022,10-06-2023,Bad
CUST1000,Male,54,West,49,21833.78,3,1,0,68540.5,0,March 3 2022,Aug 5 2023,Average
CUST2457,M,57,West,8,83232.39,4,Yes,Inactive,115635.85,No,15-01-2020,10-07-2023,Good
CUST2458,Female,21,south ,19,56500.19,4,No,Inactive,72034.81,0,March 3 2022,10-06-2023,Good
CUST2459,Male,75,south ,9,48574.22,2,1,Inactive,119919.63,0,15-01-2020,10-07-2023,Bad
CUST2460,Male,21,North,32,48676.57,3,Yes,Active,135720.9,1,15-01-2020,10-07-2023,excellent 
CUST2461,F,62,West,13,26340.89,3,No,0,135597.84,0,15-02-2021,Aug 5 2023, poor
CUST2462,M,68,South,34,87585.09,3,No,1,22756.9,No,March 3 2022,Aug 5 2023,excellent 
CUST2463,F,41,North,12,28001.25,4,No,Inactive,140421.17,0,15-02-2021,Aug 5 2023,Bad
CUST2464,Male,44,south ,45,50483.22,2,1,0,89566.86,0,March 3 2022,Aug 5 2023,Good
CUST2465,Male,19,NORTH,52,83002.7,2,Yes,0,62662.2,0,15-01-2020,Aug 5 2023,excellent 
CUST2466,M,60,East,39,43625.54,2,0,0,74672.58,0,15-01-2020,Aug 5 2023,Average
CUST2467,Male,35,South,31,99775.59,2,1,0,57986.76,0,15-01-2020,10-07-2023,excellent 
CUST2468,F,62,south ,8,97243.64,1,Yes,Active,48992.06,0,15-01-2020,Aug 5 2023,Bad
CUST2469,Female,68,East,20,65942.12,1,No,1,65377.61,0,15-01-2020,Aug 5 2023,Good
CUST2470,Female,30,North,28,8896.26,2,0,Inactive,94181.04,0,15-01-2020,Aug 5 2023, poor
CUST2471,F,26,south ,44,14096.82,1,No,0,24170.88,No,March 3 2022,Aug 5 2023,Bad
CUST2472,F,18,South,29,61260.7,2,No,0,101189.58,No,15-01-2020,10-06-2023,Good
CUST2473,M,60,North,55,90469.33,3,1,0,28676.26,0,15-01-2020,Aug 5 2023,excellent 
CUST2474,Male,37,West,27,91904.32,2,0,0,65963.34,No,March 3 2022,Aug 5 2023, poor
CUST2475,Male,73,West,44,32199.08,2,No,1,142586.01,No,15-01-2020,10-06-2023, poor
CUST2476,Female,69,south ,20,32386.45,1,No,Inactive,87220.76,No,15-01-2020,Aug 5 2023, poor
CUST2477,Male,38,North,44,48676.57,2,No,0,108492.33,0,15-01-2020,10-06-2023,excellent 
CUST2478,F,42,south ,43,55766.49,2,1,1,70481.63,No,15-02-2021,10-06-2023, poor
CUST2479,Male,51,south ,31,5527.91,1,1,Active,145955.93,No,15-01-2020,10-07-2023,excellent 
CUST2480,Male,20,North,33,28679.65,2,1,Inactive,67224.28,No,15-01-2020,Aug 5 2023, poor
CUST2481,Male,61,West,23,15356.55,4,No,0,91422.79,Yes,15-01-2020,10-07-2023,Bad
CUST2482,Male,69,West,56,57731.59,3,0,Active,96795.75,0,15-01-2020,10-07-2023, poor
CUST2483,F,34,NORTH,30,92442.2,1,No,0,70831.87,0,March 3 2022,10-07-2023,Bad
CUST2484,Male,59,south ,29,81405.64,2,0,1,100588.6,No,15-02-2021,Aug 5 2023,Average
CUST2485,Male,37,West,15,85759.8,4,0,Active,54935.73,0,15-01-2020,10-07-2023,excellent 
CUST2486,Male,47,south ,31,48676.57,3,1,1,122843.67,No,15-01-2020,Aug 5 2023,excellent 
CUST2487,M,79,south ,48,48676.57,4,No,0,104851.5,No,15-01-2020,10-07-2023,excellent 
CUST2488,Male,36,NORTH,52,76205.26,2,No,0,101043.59,No,15-01-2020,10-07-2023, poor
CUST2489,F,79,South,15,98562.88,3,1,0,96792.83,No,15-01-2020,10-06-2023, poor
CUST2490,Male,54,south ,21,21180.52,3,No,0,88848.89,No,15-01-2020,Aug 5 2023,Good
CUST2491,M,57,south ,52,59060.15,2,1,1,56794.58,0,15-02-2021,10-07-2023, poor
CUST2492,Female,69,West,5,23195.94,4,Yes,0,110312.05,No,15-02-2021,Aug 5 2023,Good
CUST2493,Male,24,south ,36,60967.65,3,No,0,53017.25,0,15-01-2020,Aug 5 2023,Average
CUST2494,Male,37,NORTH,49,21634.04,3,1,1,133496.01,No,15-01-2020,10-06-2023,Good
CUST2495,Male,29,south ,27,67148.83,2,Yes,1,67219.36,0,15-01-2020,Aug 5 2023, poor
CUST2496,Female,19,south ,54,74983.15,3,Yes,0,62607.81,No,15-01-2020,Aug 5 2023,excellent 
CUST2497,Female,73,East,11,27275.01,2,No,0,61473.92,No,15-01-2020,10-07-2023,Good
CUST2498,Male,34,South,32,74070.8,4,Yes,0,68445.2,0,15-02-2021,10-06-2023,Good
CUST2499,Female,63,North,53,68721.74,2,Yes,0,79981.88,0,15-01-2020,Aug 5 2023,Good
CUST2500,Male,69,South,35,12787.49,2,1,0,91285.78,0,March 3 2022,10-07-2023,Good
CUST2501,Male,20,East,3,13176.58,4,1,1,74960.44,0,15-02-2021,Aug 5 2023,Good
CUST2502,Female,74,south ,45,25744.88,1,No,Active,140289.48,1,15-01-2020,10-06-2023,Bad
CUST2503,Male,73,East,9,75277.13,3,Yes,1,97474.94,0,March 3 2022,Aug 5 2023,Bad
CUST2504,Female,59,East,55,42624.22,2,Yes,0,121577.87,0,15-01-2020,Aug 5 2023,Average
CUST1000,Male,29,North,37,76320.6,2,1,0,37048.11,0,15-02-2021,Aug 5 2023,Bad
CUST2506,Male,24,South,48,32300.33,3,1,Active,24105.83,0,15-02-2021,10-07-2023, poor
CUST2507,Female,51,West,5,49360.94,2,1,Inactive,93255.39,0,15-02-2021,Aug 5 2023,Good
CUST2508,Male,27,south ,31,82945.3,4,No,1,132510.88,No,15-01-2020,Aug 5 2023,Bad
CUST2509,Male,30,south ,26,40621.75,2,0,0,90725.88,0,15-02-2021,Aug 5 2023, poor
CUST1000,M,56,south ,15,71263.04,1,1,0,135658.37,0,15-02-2021,Aug 5 2023, poor
CUST2511,Male,30,North,28,47797.48,2,No,Inactive,146828.11,No,15-02-2021,10-07-2023,Good
CUST2512,M,67,south ,52,49888.26,3,Yes,Active,122546.36,No,15-02-2021,Aug 5 2023, poor
CUST2513,Female,54,NORTH,10,48676.57,2,Yes,1,111523.68,No,15-01-2020,10-07-2023,Bad
CUST2514,Male,44,south ,9,79676.77,2,1,0,124848.26,No,March 3 2022,Aug 5 2023,Good
CUST2515,Male,53,south ,34,97016.65,4,1,Inactive,100970.19,No,15-01-2020,Aug 5 2023,Good
CUST2516,M,64,North,55,23709.24,4,0,0,124201.03,0,15-01-2020,10-07-2023,excellent 
CUST2517,Male,45,North,1,36252.78,2,No,Inactive,42047.69,0,15-02-2021,Aug 5 2023,Bad
CUST2518,Male,29,West,51,48676.57,3,No,Active,96343.68,1,15-01-2020,10-06-2023,excellent 
CUST2519,Male,21,south ,36,83304.56,2,1,1,87220.76,No,15-01-2020,10-06-2023,Average
CUST2520,Male,18,West,25,48676.57,3,No,Active,32228.54,No,15-01-2020,Aug 5 2023, poor
CUST2521,M,54,East,56,30309.68,4,0,1,79125.13,No,March 3 2022,Aug 5 2023, poor
CUST2522,Male,37,south ,51,82160.33,2,Yes,Inactive,56123.39,0,15-02-2021,10-06-2023,Average
CUST2523,F,27,south ,11,28934.67,3,No,Active,148451.2,1,15-01-2020,Aug 5 2023,Good
CUST2524,Male,66,NORTH,42,10605.97,2,1,0,58334.51,No,15-01-2020,10-06-2023,Good
CUST2525,M,48,East,21,48676.57,4,Yes,Inactive,101477.84,No,15-02-2021,10-07-2023,Good
CUST2526,Female,64,south ,5,48676.57,2,Yes,0,31342.97,No,15-02-2021,10-06-2023,excellent 
CUST2527,Male,51,East,1,78025.62,2,No,0,122420.29,No,15-01-2020,10-06-2023,excellent 
CUST2528,F,60,North,39,13565.95,2,0,Active,86096.33,0,15-02-2021,Aug 5 2023,Average
CUST2529,F,79,NORTH,20,19514.93,4,Yes,0,144662.47,0,March 3 2022,Aug 5 2023,Bad
CUST2530,Female,79,East,51,66759.84,2,0,Inactive,105766.2,No,March 3 2022,10-06-2023,Bad
CUST2531,Male,18,North,7,904.84,3,1,1,71025.1,No,15-01-2020,Aug 5 2023,Average
CUST2532,F,21,West,24,35295.85,3,1,1,93222.03,0,15-02-2021,Aug 5 2023,Good
CUST2533,M,61,West,24,81151.62,3,1,1,106062.92,0,15-01-2020,Aug 5 2023,Good
CUST2534,M,39,South,23,68042.41,2,0,1,26726.26,0,15-01-2020,Aug 5 2023,Good
CUST2535,Male,39,East,15,23046.81,2,Yes,Active,27976.89,0,15-01-2020,Aug 5 2023,excellent 
CUST2536,Female,42,West,25,68935.99,2,No,1,116577.87,No,15-02-2021,10-06-2023, poor
CUST2537,F,61,south ,53,67801.47,4,1,0,35003.32,0,15-01-2020,Aug 5 2023,Good
CUST2538,Male,69,North,23,48676.57,4,0,Inactive,34428.27,No,15-01-2020,Aug 5 2023,excellent 
CUST2539,F,45,East,26,5614.79,4,Yes,Active,138923.73,0,15-01-2020,10-07-2023,Average
CUST2540,Male,18,south ,25,52885.7,4,Yes,Active,128879.08,0,15-02-2021,Aug 5 2023, poor
CUST2541,F,68,NORTH,36,48676.57,2,1,Active,126996.79,No,15-02-2021,10-07-2023, poor
CUST2542,Male,60,West,3,91419.3,2,Yes,1,119719.66,0,15-01-2020,Aug 5 2023,Average
CUST2543,F,38,North,53,62722.6,1,Yes,Inactive,116215.1,No,March 3 2022,Aug 5 2023,Average
CUST2544,F,54,south ,50,85559.68,2,Yes,0,136646.02,No,15-02-2021,Aug 5 2023,Good
CUST2545,F,39,South,22,83346.25,2,1,Active,89902.46,No,15-01-2020,10-07-2023,Bad
CUST2546,Male,43,south ,6,71601.94,3,No,0,89322.18,No,15-01-2020,10-07-2023,Good
CUST2547,Male,24,south ,40,52525.67,2,1,0,118823.38,0,15-01-2020,Aug 5 2023,excellent 
CUST2548,F,38,North,47,48676.57,4,No,Inactive,40518.62,0,15-01-2020,10-06-2023,excellent 
CUST2549,Male,66,South,49,68346.33,2,1,0,106897.04,No,15-01-2020,Aug 5 2023, poor
CUST2550,Male,29,south ,4,73422.93,1,Yes,1,124065.61,1,15-01-2020,10-07-2023, poor
CUST2551,Female,77,North,24,88784.62,4,0,Inactive,147829.66,0,15-02-2021,10-06-2023,Good
CUST2552,Male,44,North,41,8869.17,2,Yes,Inactive,100490.32,0,15-01-2020,10-06-2023,excellent 
CUST2553,Male,37,North,28,84661.72,1,1,Active,87220.76,0,15-02-2021,10-06-2023, poor
CUST2554,M,42,south ,29,55934.26,1,1,0,119334.9,No,15-02-2021,Aug 5 2023,Bad
CUST2555,Male,26,NORTH,39,16210.5,4,0,Inactive,84196.45,0,15-01-2020,10-06-2023,excellent 
CUST2556,Male,43,North,30,5488.72,3,No,0,129818.15,No,15-01-2020,Aug 5 2023,Good
CUST2557,M,73,West,48,26844.06,2,1,Active,57503.17,0,March 3 2022,10-06-2023,Bad
CUST2558,F,45,North,36,45553.11,2,0,Active,146707.54,No,15-01-2020,10-06-2023,Good
CUST2559,Male,23,South,15,74765.99,1,0,Inactive,38251.56,No,March 3 2022,10-06-2023,Average
CUST2560,Male,43,south ,24,5133.12,2,1,Active,89234.16,0,15-02-2021,10-07-2023,Good
CUST2561,F,64,North,59,7841.45,2,1,0,111841.06,No,15-01-2020,10-07-2023,Average
CUST2562,Male,32,West,51,29426.75,2,0,0,69609.46,0,15-01-2020,10-06-2023,Good
CUST2563,Female,72,South,17,45856.04,2,1,0,139473.46,Yes,March 3 2022,10-06-2023,Good
CUST2564,M,42,East,46,83370.86,2,No,0,94485.9,0,15-02-2021,Aug 5 2023,Bad
CUST2565,Female,55,NORTH,16,98264.16,4,No,0,36162.93,No,15-02-2021,10-06-2023, poor
CUST2566,Male,24,NORTH,14,99298.07,2,1,Active,61194.67,0,15-02-2021,10-06-2023, poor
CUST2567,Female,18,south ,42,53413.07,1,1,0,102073.4,0,15-02-2021,10-07-2023,Good
CUST2568,M,33,south ,38,18326.7,1,No,0,128629.39,0,March 3 2022,Aug 5 2023,excellent 
CUST2569,Male,27,East,3,52601.41,1,Yes,0,63597.16,0,15-01-2020,10-07-2023,Good
CUST2570,Female,19,South,24,40453.9,4,1,1,77135.18,0,15-01-2020,Aug 5 2023,excellent 
CUST2571,M,71,East,2,9861.82,2,1,0,122382.3,No,March 3 2022,Aug 5 2023, poor
CUST2572,Female,19,West,25,73012.09,2,No,1,64927.39,0,15-01-2020,10-06-2023, poor
CUST2573,Female,61,south ,10,43494.04,3,0,1,138571.72,0,March 3 2022,10-06-2023,Good
CUST2574,Male,58,south ,54,80585.94,4,Yes,1,113228.42,0,15-01-2020,Aug 5 2023, poor
CUST2575,M,70,NORTH,47,32089.83,4,1,Inactive,76292.83,0,March 3 2022,10-07-2023,Good
CUST2576,M,53,south ,14,1693.37,3,No,Active,75079.56,0,15-01-2020,Aug 5 2023, poor
CUST2577,Male,19,south ,27,68152.82,2,No,Inactive,112530.24,1,15-01-2020,Aug 5 2023,Good
CUST2578,Male,22,south ,15,1174.65,4,1,0,45354.47,1,March 3 2022,10-07-2023,Average
CUST2579,Male,18,East,22,96900.21,3,0,Inactive,97433.4,0,15-02-2021,10-07-2023,Good
CUST2580,M,22,South,54,84618.77,3,0,Active,117829.88,No,March 3 2022,Aug 5 2023,Average
CUST2581,F,59,NORTH,25,79906.13,2,1,Active,87220.76,0,15-01-2020,10-07-2023,Average
CUST2582,Female,69,south ,35,51119.66,2,1,0,39051.55,0,15-01-2020,Aug 5 2023,Good
CUST2583,F,37,south ,28,11703.71,2,Yes,Active,108901.46,No,March 3 2022,Aug 5 2023, poor
CUST2584,Male,31,NORTH,15,27288.18,2,0,Active,37275.76,0,15-01-2020,Aug 5 2023,excellent 
CUST2585,Female,25,North,8,15883.24,2,0,0,50402.08,0,15-02-2021,Aug 5 2023,Bad
CUST2586,Male,57,south ,18,30054.66,3,0,Active,87220.76,0,15-02-2021,Aug 5 2023,Bad
CUST2587,Female,79,East,25,49487.03,2,Yes,1,41018.14,No,15-01-2020,10-07-2023,Average
CUST2588,Female,38,North,8,69574.29,3,1,0,37463.62,0,15-02-2021,10-07-2023,Average
CUST2589,Male,21,south ,7,11087.18,2,Yes,Inactive,132919.88,No,15-02-2021,10-06-2023,Average
CUST2590,Female,78,NORTH,50,78258.97,2,Yes,Active,103384.81,0,March 3 2022,Aug 5 2023,Good
CUST2591,Male,47,south ,29,73642.85,1,1,Active,141320.45,No,15-02-2021,Aug 5 2023,Bad
CUST2592,Male,27,south ,36,6647.97,3,No,0,120872.72,0,15-01-2020,10-06-2023, poor
CUST2593,Male,64,West,56,61218.7,2,Yes,0,128407.08,No,March 3 2022,10-07-2023,excellent 
CUST2594,F,37,South,40,98334.61,3,No,0,87220.76,0,15-01-2020,10-06-2023,Good
CUST2595,M,24,south ,1,78831.64,2,0,Inactive,63168.18,0,15-01-2020,10-06-2023, poor
CUST2596,F,30,East,58,21063.33,2,No,Active,74609.75,No,March 3 2022,Aug 5 2023,Good
CUST2597,Male,50,West,51,80495.24,2,1,1,148872.67,No,15-01-2020,Aug 5 2023,Good
CUST2598,F,61,south ,57,62715.1,2,Yes,Active,135336.17,0,March 3 2022,Aug 5 2023,Good
CUST2599,Female,39,south ,56,80760.07,4,No,0,74636.67,No,March 3 2022,Aug 5 2023,Average
CUST2600,Male,34,East,28,90245.39,2,Yes,0,111849.15,0,March 3 2022,10-06-2023,Good
CUST2601,Female,25,south ,9,97152.54,2,0,0,78074.43,0,15-01-2020,10-06-2023,Average
CUST2602,F,32,West,10,93986.06,3,1,1,139501.63,No,March 3 2022,Aug 5 2023,Bad
CUST2603,Male,41,East,58,48676.57,3,1,Active,32662.55,0,15-02-2021,Aug 5 2023,Bad
CUST2604,F,57,South,51,72918.16,1,1,Active,74728.79,No,15-02-2021,10-06-2023,Good
CUST2605,M,33,south ,6,36935.34,2,1,1,67265.48,0,15-01-2020,10-07-2023,Average
CUST2606,Male,55,East,53,295.05,4,Yes,1,107690.99,No,March 3 2022,10-06-2023,excellent 
CUST2607,Male,61,NORTH,1,38218.62,3,1,0,45032.05,0,15-01-2020,Aug 5 2023,Good
CUST2608,Male,43,south ,22,25555.1,4,1,Inactive,102174.34,0,15-01-2020,10-07-2023,Average
CUST2609,Male,33,NORTH,48,21940.63,4,0,0,141641.91,0,15-01-2020,Aug 5 2023,Bad
CUST2610,Male,38,south ,25,14149.8,2,1,0,147383.47,1,March 3 2022,Aug 5 2023,Good
CUST2611,M,76,North,50,8644.85,2,No,1,66983.19,No,15-01-2020,Aug 5 2023, poor
CUST2612,Male,48,North,20,33832.71,2,1,Inactive,87860.35,No,15-01-2020,10-06-2023,Good
CUST2613,Female,73,south ,32,76791.76,4,1,0,93024.29,No,15-01-2020,10-06-2023,excellent 
CUST2614,Male,63,south ,7,3872.61,2,1,Active,87220.76,No,15-02-2021,Aug 5 2023,Good
CUST2615,Male,52,South,13,16676.7,3,1,Inactive,55329.04,No,15-01-2020,Aug 5 2023,Good
CUST2616,Female,66,NORTH,26,26889.56,3,Yes,Inactive,128122.82,0,15-01-2020,10-07-2023,Average
CUST2617,F,39,East,44,13484.97,3,1,0,121059.63,0,March 3 2022,Aug 5 2023, poor
CUST2618,Male,62,East,55,82581.58,2,No,Inactive,37311.4,0,15-01-2020,Aug 5 2023,Average
CUST2619,M,21,East,20,48676.57,2,1,Active,131963.71,No,15-01-2020,Aug 5 2023, poor
CUST2620,F,33,West,7,47385.11,3,No,0,74206.4,No,15-01-2020,10-06-2023,Good
CUST2621,M,68,NORTH,48,53078.37,1,1,0,119790.28,No,15-01-2020,Aug 5 2023, poor
CUST2622,Male,54,south ,26,79899.34,2,No,Inactive,131362.15,1,15-01-2020,Aug 5 2023,Bad
CUST2623,Male,71,south ,37,43750.88,1,0,0,87220.76,No,15-02-2021,Aug 5 2023,Bad
CUST2624,M,49,West,55,29964.37,1,No,0,131159.57,No,March 3 2022,10-06-2023,excellent 
CUST2625,Male,77,East,25,34923.03,2,1,Inactive,88562.54,0,15-02-2021,Aug 5 2023, poor
CUST2626,Male,41,south ,47,730.11,2,1,1,128183.26,No,15-01-2020,10-07-2023,Bad
CUST2627,Female,38,North,22,97303.81,2,No,0,56903.93,0,15-01-2020,Aug 5 2023,Average
CUST2628,Female,40,North,51,28226.32,1,No,0,59245.24,0,15-01-2020,10-06-2023,Good
CUST2629,F,74,West,24,27831.7,4,Yes,1,21530.47,0,15-01-2020,10-06-2023,Bad
CUST2630,Male,54,south ,35,45146.58,2,1,Inactive,87220.76,No,15-02-2021,10-07-2023,Good
CUST2631,M,34,East,52,17289.16,3,0,Active,127222.93,No,March 3 2022,Aug 5 2023, poor
CUST2632,Male,73,south ,33,6031.56,4,1,1,25139.73,0,15-01-2020,10-06-2023,Bad
CUST2633,Female,52,North,3,48676.57,4,1,1,111759.44,0,15-01-2020,10-06-2023,Bad
CUST2634,Female,53,West,7,93238.29,4,Yes,0,102138.42,0,15-01-2020,Aug 5 2023,Good
CUST2635,Male,33,North,35,28182.04,3,0,1,139304.69,No,March 3 2022,10-07-2023, poor
CUST2636,M,48,NORTH,22,84791.9,2,1,Inactive,93241.63,0,15-01-2020,Aug 5 2023, poor
CUST2637,Female,64,south ,19,48676.57,4,1,1,118591.9,0,15-01-2020,Aug 5 2023, poor
CUST2638,M,50,south ,55,88600.21,2,Yes,Active,87220.76,0,15-01-2020,10-07-2023,Good
CUST2639,Male,29,NORTH,55,5421.56,1,1,0,21355.92,0,15-02-2021,Aug 5 2023, poor
CUST1000,F,23,south ,41,31165.55,4,0,Active,33490.09,0,March 3 2022,Aug 5 2023,Bad
CUST2641,Female,74,East,12,40958.57,3,0,0,27641.22,No,15-02-2021,10-06-2023,Good
CUST2642,Male,49,south ,15,96923.22,1,0,Active,23503.71,No,15-01-2020,10-07-2023,Average
CUST2643,Female,66,North,31,32181.18,4,1,Active,28674.41,1,15-01-2020,10-06-2023,Good
CUST2644,M,25,NORTH,21,86262.54,2,1,Active,133466.51,No,March 3 2022,Aug 5 2023,Good
CUST2645,Male,66,south ,16,85946.9,2,1,0,87220.76,No,15-01-2020,10-06-2023,Average
CUST2646,F,32,South,26,60707.09,4,1,Active,128966.57,1,15-01-2020,Aug 5 2023,Good
CUST2647,Male,40,East,55,96689.24,2,Yes,Active,136790.61,No,15-01-2020,10-07-2023, poor
CUST2648,Female,33,South,3,90497.46,3,1,1,47413.83,0,15-02-2021,10-06-2023,Bad
CUST1000,Male,61,south ,34,64416.99,2,1,0,87220.76,0,15-01-2020,Aug 5 2023, poor
CUST2650,M,27,South,17,88129.82,1,No,Inactive,69831.35,0,15-01-2020,Aug 5 2023, poor
CUST2651,Male,51,NORTH,6,1587,4,No,1,87220.76,No,15-01-2020,Aug 5 2023,Good
CUST2652,M,60,NORTH,3,94082.7,3,1,1,84773.44,0,15-01-2020,Aug 5 2023,excellent 
CUST2653,F,37,East,22,11294.34,4,1,Inactive,30205.87,0,15-02-2021,10-07-2023,Good
CUST2654,F,40,south ,48,17984.63,4,0,0,56787.78,0,15-01-2020,10-06-2023, poor
CUST2655,F,71,South,29,72320.91,4,1,1,44587.24,0,March 3 2022,10-06-2023, poor
CUST1000,Male,66,south ,39,42682.58,1,0,1,87220.76,0,15-01-2020,10-06-2023,Average
CUST2657,M,71,south ,37,48676.57,3,Yes,0,115914.43,0,15-01-2020,10-07-2023, poor
CUST2658,M,28,South,20,77213.52,2,No,1,77321.4,No,15-01-2020,10-07-2023,Bad
CUST2659,M,27,West,39,76765.79,3,1,Active,141430.94,0,March 3 2022,10-07-2023, poor
CUST2660,Female,37,south ,41,96582.61,2,1,1,125452.03,0,15-01-2020,Aug 5 2023,Average
CUST2661,M,76,South,35,20534.74,2,No,0,51992.72,No,15-02-2021,Aug 5 2023, poor
CUST2662,Female,72,south ,5,47011.43,1,1,1,25749.52,0,15-02-2021,10-07-2023,Bad
CUST2663,Female,32,North,43,89691.61,3,1,Active,87220.76,No,15-02-2021,10-06-2023,Good
CUST2664,Female,71,NORTH,30,56400.14,4,Yes,0,27431.57,0,March 3 2022,10-07-2023,Average
CUST2665,Male,44,East,33,15567.09,3,No,Inactive,138857.38,0,15-01-2020,10-07-2023,excellent 
CUST2666,Female,58,south ,31,71410.43,2,No,0,125307.21,0,15-01-2020,10-07-2023,Bad
CUST2667,Female,63,south ,54,31467.14,3,No,Inactive,147086.8,0,March 3 2022,Aug 5 2023,Good
CUST2668,Male,45,South,51,68873.48,2,No,Active,51323.24,0,March 3 2022,Aug 5 2023,Good
CUST2669,Female,75,East,22,49334.72,2,0,Inactive,101555.29,No,March 3 2022,Aug 5 2023, poor
CUST2670,Male,54,West,6,59718.69,4,Yes,1,87220.76,No,15-01-2020,Aug 5 2023,Good
CUST2671,Male,42,North,23,18078.37,1,Yes,Inactive,124555.02,No,15-02-2021,Aug 5 2023,excellent 
CUST2672,Male,66,South,43,42891,4,0,0,60582.04,No,15-02-2021,10-07-2023,Average
CUST2673,M,50,south ,35,93288.08,4,1,0,96767.96,0,15-02-2021,Aug 5 2023,Good
CUST2674,M,19,south ,13,3308.04,4,1,0,143702.52,0,15-01-2020,10-07-2023,Good
CUST2675,Male,38,East,40,37849.71,4,0,Inactive,132468.12,No,15-02-2021,Aug 5 2023,Average
CUST2676,Female,56,south ,57,20527.16,1,1,0,147615.31,No,15-01-2020,Aug 5 2023,Good
CUST2677,Male,31,West,42,88482.36,2,0,0,49500.95,1,15-01-2020,10-07-2023,excellent 
CUST2678,Male,47,South,28,85274.76,2,Yes,0,98033.12,0,March 3 2022,10-06-2023, poor
CUST2679,M,55,NORTH,21,48676.57,1,0,1,49681.7,0,15-01-2020,10-06-2023,Good
CUST2680,M,42,East,31,6125.33,4,No,Inactive,91087.18,0,15-01-2020,Aug 5 2023,Bad
CUST2681,Male,71,NORTH,41,83175.9,1,Yes,1,31213.43,0,15-02-2021,10-06-2023,Good
CUST2682,Male,61,West,17,46469.94,2,1,Active,48873.03,0,15-01-2020,10-06-2023,Good
CUST2683,Male,55,south ,14,37353.07,2,1,Active,58618.77,No,15-01-2020,Aug 5 2023,Average
CUST2684,M,51,south ,57,54445.36,3,1,Inactive,130610.53,No,15-01-2020,Aug 5 2023,Bad
CUST2685,Male,23,south ,24,46947.48,2,1,Active,38024.97,0,15-01-2020,10-07-2023,Good
CUST2686,F,51,East,38,34098.6,3,Yes,1,143167.85,No,15-01-2020,Aug 5 2023,excellent 
CUST2687,Female,49,North,22,53565.54,4,Yes,0,131225.62,No,March 3 2022,Aug 5 2023, poor
CUST2688,F,78,North,29,21862.08,1,1,0,44900.71,No,15-02-2021,10-07-2023, poor
CUST2689,Male,22,NORTH,28,76804.54,1,0,1,87220.76,No,March 3 2022,10-07-2023,Average
CUST2690,M,64,West,11,48676.57,4,No,0,46248.38,0,15-01-2020,10-06-2023,Good
CUST2691,M,20,South,29,62556.92,1,No,Inactive,87220.76,No,15-01-2020,Aug 5 2023,Good
CUST2692,F,71,East,10,66844.85,2,1,1,95368.03,0,March 3 2022,Aug 5 2023, poor
CUST2693,F,61,NORTH,13,15885.98,4,1,Active,109949.43,No,March 3 2022,10-06-2023,Average
CUST2694,M,66,NORTH,50,69433.82,4,0,Inactive,109525.06,0,15-01-2020,10-07-2023,excellent 
CUST2695,Male,21,South,14,84851.05,2,1,0,108634.57,No,15-02-2021,10-07-2023, poor
CUST2696,F,44,NORTH,54,400.51,1,1,Inactive,24091.67,0,15-01-2020,Aug 5 2023,Bad
CUST2697,Male,18,south ,59,88823.88,2,0,1,48410.63,0,15-01-2020,10-07-2023,excellent 
CUST2698,Female,71,NORTH,59,76935.55,3,0,0,135400.31,0,March 3 2022,10-07-2023,Good
CUST2699,F,73,NORTH,41,44958.49,1,0,Inactive,87220.76,No,March 3 2022,Aug 5 2023,excellent 
CUST2700,Female,52,East,17,80590.02,4,0,0,77655.66,No,15-01-2020,10-07-2023, poor
CUST2701,Female,29,East,41,27035.57,2,1,Active,60735.29,0,15-01-2020,Aug 5 2023,Good
CUST2702,Female,39,North,21,79514.02,4,1,1,115243.71,0,15-01-2020,10-06-2023,Bad
CUST2703,F,23,North,10,53876.58,2,1,0,71819.88,0,15-02-2021,Aug 5 2023,excellent 
CUST2704,M,67,West,58,69287.87,2,0,Inactive,36235.83,No,15-02-2021,Aug 5 2023,Good
CUST2705,M,20,North,46,15901.9,2,0,0,24190.14,Yes,15-02-2021,Aug 5 2023,Good
CUST2706,Female,66,South,40,43488.17,4,1,1,87220.76,No,15-01-2020,10-06-2023,Good
